Company_Name,Founded,Location,Sector,What_it_does,Founders,Investor,Amount,Stage,Funding_Year,Main_Sector,Stages,Years of Existence
Railofy,2019,Mumbai,WL & RAC protection,Enables waitlisted passengers to reach their destination at the lowest possible price if their ticket is not,"Rohan Dedhia, Vaibhav Saraf, Hrishabh Sanghvi",Chiratae Ventures.,900000.0,Seed,2020,,Validation,1.0
Eloelo,2020,Bangalore,Social commerce,"Social Commerce Venture for Wellness. View company info, jobs, team members, culture, funding and more.","Saurabh Pandey, Akshay Dubey", B Capital,450000.0,Seed,2020,,Validation,0.0
BuildPan,2019,Indore,SaaS startup,"Buildpan helps you with continuous build, development and user feedback for iOS and Android development.","Sonal Dandotia, Shantanu S, Virendra Chouhan, Vaibhav Tiwari", Yusho Kawata,500000.0,Seed,2020,,Validation,1.0
MyGlamm,2015,Mumbai,Fashion,Buy Makeup kit & Cosmetics Products from international makeup brand,Darpan Sanghvi,Bessemer Venture Partners,1000000.0,Series B,2020,Beauty and Fashion,Scaling,5.0
Aviom,2016,New Delhi,Finance,A social impact focused housing finance company catering to housing needs of customers in semi urban areas,Kajal Ilmi, C4D Partners,682000.0,Debt,2020,Financial Services,Unknown,4.0
WayCool,2015,Chennai,Agritech startup,WayCool is a social enterprise positively impacting the lives of India's farmers,"Karthik Jayaraman, Sanjay Dasari", IndusInd Bank,5060000.0,Series C,2020,Agriculture,Scaling,5.0
Big Bang Boom Solutions,2018,Chennai,Deep Tech,It aims to co-create intellectual property that can reside within the borders of the country.,"Dr. R. Shivaraman, Praveen Dwarakanath", Defence Innovation Organisation,1050000.0,Series A,2020,,Early Traction,2.0
BluSmart,2019,Gurugram,Electricity,"BluSmart, an all-electric ride-hailing platform","Anmol Singh Jaggi, Punit K Goyal", JITO Angel Network,7000000.0,Pre-series A,2020,Energy & Renewable Resources,Validation,1.0
Cell Propulsion,2017,Bangalore,Automotive company,Designs and develops electric power drives and autonomous electric mobility solutions,"Nakul Kukar, Paras Kaushal, Supratim Naskar", Sangam Ventures,3000000.0,Pre-series A,2020,Transport,Validation,3.0
MPL,2018,Bangalore,Entertainment,Mobile Premier League (also known as MPL) is the mobile e-Sports platform,"Sai Srinivas Kiran Garimella, Shubham Malhotra", Times Internet,50000000.0,Series B,2020,Media and Entertainment,Scaling,2.0
Spoonshot,2015,Bangalore,FMCG,A food science company using AI to predict consumer taste and food trends,"Kishan Vasani, Sai Sreenivas Kodur", Techstars Farm to Fork Accelerator,1000000.0,Seed A,2020,,Validation,5.0
Pulse,2015,Mumbai,FinTech,Helps people navigate through and profit off financial markets,"Amit Dhakad, Hiral Jain", BEENEXT,750000.0,Pre-series A,2020,,Validation,5.0
Groww,2016,Bangalore,FinTech,Leading Investment and Trading Platform,"Lalit Keshre, Harsh Jain, Neeraj Singh, Ishan Bansal", Ribbit Capital,30000000.0,Series C,2020,,Scaling,4.0
i3 Systems,2016,Mumbai,Insurance Tech,Transforming India's health insurance industry with its digital solutions and AI products for automation,"Dr Mallesh Bommanahal, Varzavand Batliwala", Minomiya Takeo,1050000.0,Pre-series A,2020,Financial Services,Validation,4.0
SOAL,2017,Mumbai,EdTech,"A skill-tank nurturing students into disruptive, tech-empowered creators and future leaders","Pratik Agarwal, Raj Desai, Varsha Bhambhani", Srinivas Kollipara,1000000.0,Series A-1,2020,,Early Traction,3.0
OckyPocky,2015,Gurugram,EdTech,Ockypocky helps kids in learning spoken english,Amit Agrawal, ah! Ventures,400000.0,Seed,2020,,Validation,5.0
Hippo Video,2016,New York,Video personalization,Helps enterprise businesses achieve their marketing and sales goals through seamless video,Karthi Mariappan, Kae Capital,4000000.0,Series A,2020,,Early Traction,4.0
Hasura,2017,San Francisco,Software Company,"Builds developer tooling products, including open source tools, backend","Tanmai Gopal, Rajoshi Ghosh", Sam Lambert,25000000.0,Series B,2020,,Scaling,3.0
Qapita,2019,Singapore,FinTech,Qapita provides digital equity management tools for private companies and startups.,"Ravi Ravulaparthi, Lakshman Gupta, Vamsee Mohan", Mission Holdings,1080000.0,Seed,2020,,Validation,1.0
Sunday,2017,Bangkok,FinTech,An end-to-end insurance products and services provider that uses AI to offer personalized packages.,Cindy Kua, LINE Ventures,9000000.0,Pre-Series B,2020,,Early Traction,3.0
Gamezop,2015,Gurugram,Gaming,A multi-game platform,"Yashash Agarwal, Gaurav Agarwal",,4300000.0,Series A,2020,,Early Traction,5.0
Phool.co,2017,Kanpur,Biomaterial startup,They use flowers from temples across India's and create useful products such as rose incense cone,Ankit Agarwal,Kaplan Foundation,1400000.0,Pre-series A,2020,Health & Life Sciences,Validation,3.0
Chiratae Ventures,2018,Bangalore,Venture capital,A leading tech venture capital fund focused on enabling entrepreneurs in India.,"Vaishali Kulkarni, Arjun Singh Bajwa",Unknown,3000000.0,Seed Funding,2020,Financial Services,Validation,2.0
Bira91,2015,New Delhi,Craft Beer,A craft beer brand manufactured by B9 Beverages Pvt. Ltd.,Ankur Jain,Anicut Capital,764000.0,,2020,Software & Technology,Unknown,5.0
Max wholesale,2016,New Delhi,E-commerce,MaxWholesale is an online distributor that provides authentic FMCG goods,"Samarth Agrawal, Rohit Narang", Vistra ITCL India,603000.0,,2020,Commerce & Retail,Unknown,4.0
Mindhouse,2019,Gurugram,Healthtech,A gym to train your mind offering workouts and programmes,"Pankaj Chaddah, Staff Pooja Khanna", Sahi Barual,286000.0,,2020,Software & Technology,Unknown,1.0
DeepSync,2018,Chandigarh,AI startup,"A revolutionary way to record your content, without you really speaking","Ishan Sharma, Rishikesh", Accelerator Fund,136000.0,,2020,,Unknown,2.0
Gradeup,2015,Noida,Education,"India's largest exam preparation destination,",Shobhit Bhatnagar, TLabs,546000.0,,2020,Education,Unknown,5.0
Purple Style Labs,2015,Mumbai,Fashion,Shopping experience and foster the growth of Indian brands and designers.,Abhishek Agarwal, Astarc Ventures.,43000.0,,2020,Beauty and Fashion,Unknown,5.0
ProPhysio,2016,Bangalore,Health,The largest provider of physiotherapy and rehabilitation services,Pramod Ravindra,Nestavera Ventures.,40900.0,,2020,Health & Life Sciences,Unknown,4.0
Settl,2015,Gurugram,TravelTech,Get affordable AC bus-rides everyday,"Amit Singh, Deepanshu Malviya", SIG Global India Fund,3000000.0,,2020,Hospitality,Unknown,5.0
Fanspole,2015,Thane,Entertainment,India's only social fantasy gaming platform,"Aniket Shinde, Hardik Gondaliya", Better Capital,3000000.0,Pre-Seed,2020,Media and Entertainment,Ideation,5.0
Sarva,2016,Mumbai,Healthcare,A wellness ecosystem built on the authentic foundations of Yoga,Sarvesh Shashi, Mantra Capital,3000000.0,,2020,Software & Technology,Unknown,4.0
Univ.ai,2019,Bangalore,EdTech,"A distributed, global educational powerhouse that draws on technology","Siddharth Das, Dr Rahul Dave, Dr Pavlos Protopapas",Kiran Mazumdar Shaw.,3000000.0,,2020,,Unknown,1.0
CredoLab,2015,Singapore,Tech,AI credit scoring platform,Peter Barcak, Walden International,7000000.0,Series A,2020,,Early Traction,5.0
Brick&Bolt,2018,Bangalore,Construction,"A construction company doing house construction, building construction, commercial construction","Arpit Rajpurohit, Jayesh Rajpurohit", Navin Dhanuka,2200000.0,Series A,2020,,Early Traction,2.0
Exprs,2018,Bangalore,Nano Distribution Network,"Nano Distribution Centres, enabling seamless connectivity of businesses & Consumers.","Srinivas Madhavam, Srikanth Rajashekhar, Rahul Mehta", Sandeep Kapoor,5660000.0,,2020,,Unknown,2.0
Bikayi,2019,Hyderabad,E-commerce,Provides free whatsapp integrated E-Commerce Store,"Sonakshi Nathani, Ashutosh Singla",Mantis ventures,2000000.0,Seed round,2020,Commerce & Retail,Validation,1.0
Virtual Forest,2019,Bangalore,Tech,Tracking seasonal change in virtual forest,Omer Basith,Napino Auto and Electronics Ltd,3000000.0,,2020,,Unknown,1.0
The Health company,2018,Gurugram,AI health,Organic superfoods & free personal health coaching that actually work.,"Devansh Jain Nawal, Ackshay Jain", Marquee investors,350000.0,,2020,,Unknown,2.0
TrueFan,2020,Mumbai,Media,Enables users to play quizzes around celebrities and winners get a personalised video message from stars.,"Nimish Goel, Nevaid Aggarwal, Devender Bindal", Ronnie Screwvala,4300000.0,Seed round,2020,,Validation,0.0
Fanspole,2015,Mumbai,Gaming,A free app that users can use to create contests and play,"Aniket Shinde, Hardik Gondaliya",Better Capital,3000000.0,Pre-seed Round,2020,,Ideation,5.0
Avail Finance,2017,Bangalore,Fintech,Instant online loan app,"Ankush Aggarwal, Tushar Mehndiratta", Matrix Partners,11635000.0,Series B,2020,,Scaling,3.0
Virohan,2018,Gurgaon,Healthcare/Edtech,Healthcare training company,"Kunaal Dudeja, Nalin Saluja, Archit Jayaswal", Elea Foundation,2800000.0,Seed Round & Series A,2020,Software & Technology,Validation,2.0
Verloop.io,2015,Pune,AI,Helps automate customer service using Artificial Intelligence,Gaurav Singh,Alpha Wave incubation,5000000.0,,2020,,Unknown,5.0
Otipy,2020,Bangalore,Agritech/Commerce,Connects consumers with farmers thorugh women resellers,Varun Khanna,Inflection Point Ventures,1000000.0,Pre Series A,2020,Agriculture,Early Traction,0.0
Trell,2016,Bangalore,Social e-commerce,Allows users to share their travel experiences,"Pulkit Agrawal, Prashant Sachan, Arun Lodhi, Bimal Kartheek Rebba, Nirav Sheth", Vineet Buch,11000000.0,Series A,2020,Others,Early Traction,4.0
Captain Fresh,2019,Bangalore,Food & Logistics,Sea food Supply chain,Utham Gowda,Ankur Capital,2300000.0,Pre Series A,2020,Food & Beverage,Early Traction,1.0
Pixxel,2019,Bangalore,SpaceTech,Indian Earth observation startup,"Kshitij Khandelwal, Awais Ahmed", GrowX ventures,5000000.0,Seed round,2020,,Validation,1.0
Habbit Health,2019,Delhi,Nutrition Tech,Applies modern science for healthier life through proprietary foods & digital ecosystem,Dhruv Bhushan, Angel list India,3000000.0,Pre seed Round,2020,Health & Life Sciences,Ideation,1.0
Able Jobs,2019,Bangalore,HR,Provides end to end hiring support to companies,"Ravish Agrawal, Swatantra Kumar, Siddharth Srivastav", First Cheque.,2000000.0,,2020,,Unknown,1.0
Vieroots,2018,Kochi,Healthtech,Personalised lifestyle management using epigenetic science,Sanjeev Nair,Suniel Shetty,3000000.0,,2020,Software & Technology,Unknown,2.0
Stack Finance,2019,Bangalore,Fintech,"It automates invesments, expenses, borrowing under a single platform",Smriti Tomar, MOX (Mobile Only Accelerator),3000000.0,Seed round,2020,,Validation,1.0
Masai School,2019,Bangalore,EdTech,It trains tech aspirants in full stack wed and android development,"Prateek Shukla, Nrupul Dev, Yogesh Bhat", AngelList India,2500000.0,Series A,2020,,Early Traction,1.0
Daalchini,2017,Bangalore,IoT,Physical and Digital vending machines startup,"Prerna Kalra, Vidya Bhushan",Artha Venture Fund,669000.0,Pre Series A,2020,,Early Traction,3.0
Suno India,2018,Bangalore,Media,Multilingual podcast platform,"DVL Padma Priya, Rakesh Kamal, Tarun Nirwan",Shobu Yarlagadda,3000000.0,Angel Round,2020,,Validation,2.0
Text Mercato,2015,Bangalore,,Cataloguing startup that serves ecommerce platforms,"Kiran Ramakrishna, Subhajit Mukherjee",1Crowd,649600.0,Series A,2020,,Early Traction,5.0
Eden Smart Homes,2018,Bangalore,IoT,Develops smart home automation systems,"Pranjal Kacholia, Divyansh Mathur",Inflection Point Ventures,3000000.0,,2020,,Unknown,2.0
GrayQuest,2017,Mumbai,EdTech,Enables parents to pay their annual education fees in up to 12 monthly installments,Rishab Mehta,Foundation Holdings,1000000.0,Pre Series A,2020,,Early Traction,3.0
BigHaat,2015,Bangalore,Agritech,Agri-inputs ecommerce player,"Sateesh Nukala, SachinNandwana", Beyond Next Ventures,2000000.0,Pre Series A,2020,Agriculture,Early Traction,5.0
CityCash,2017,Mumbai,Fintech,Focusses on creating a transit led micro-payments ecosystem,Vineet Toshniwala,Orios Venture Partners,1000000.0,Seed round,2020,,Validation,3.0
HungerBox,2015,Bangalore,Foodtech,"Offers B2B tech platform to corporates, aimed at improving the operations of their cafeterias","Sandipan Mitra, Uttam Kumar",IIFL Income Opportunities Fund,6700000.0,Series C,2020,Software & Technology,Scaling,5.0
Eduvanz,2016,Mumbai,Fintech,Digital finance NBFC that provides affordable education loans,"Varun Chopra, Raheel Shah",Sequoia India,5000000.0,Series A,2020,,Early Traction,4.0
ZipLoan,2015,Delhi,Fintech,Provides loans to MSMEs,"Kshitj Puri, Shalabh Singhal",Stride Ventures,2000000.0,,2020,,Unknown,5.0
DocSumo,2019,Mumbai,AI,Platform helps to automate and analyse financial data,"Rushabh Sheth, Bikram Dahl", Barclays.,220000.0,Seed round,2020,,Validation,1.0
CUSMAT,2016,Warangal,AR/VR,It builds high immersion training systems for enterprises,"Abhinav Ayan, Anirban Jyoti Chakravorty, Soumyaranjan Harichandan",  Raveen Sastry,3000000.0,,2020,,Unknown,4.0
Chingari,2018,Bangalore,Media,Short video platform,"Biswatma Nayak, Siddharth Gautam", Jasminder Singh Gulati,1300000.0,Seed round,2020,,Validation,2.0
Data Sutram,2018,Kolkata,AI,Platform gathers intel from external data to provide location-based data intelligence.,"Rajit Bhattacharya, Aisik Paul, Ankit Das", Nitin Jain,266500.0,,2020,,Unknown,2.0
Hevo,2017,Bangalore,Tech,Data pipeline startup,"Manish Jethani, Sourabh Agarwal", Lachy Groom,8000000.0,Series A,2020,,Early Traction,3.0
BigSpoon Foods,2019,Ahmedabad,Foodtech,Cloud kitchen startup,"Kapil Mathrani, Rohan Bhatt, Poojan Thakkar", TrueValue Group MD Yash Shah,2000000.0,Pre series A,2020,Software & Technology,Validation,1.0
ShareChat,2015,Bangalore,Media,Indian social network platform,"Ankush Sachdeva, Bhanu Pratap Singh, Farid Ahsan", Tetsuro Koda,351000.0,,2020,,Unknown,5.0
VilCart,2018,Bangalore,Ecommerce,"Retail industry in rural India through technology, supply chain, and logistics facilities.","Prasanna Kumar, Mahesh Bhat, Rajasekhar, Amith S Mali", Prashanth Prakash,3000000.0,Bridge Round,2020,Software & Technology,Scaling,2.0
BulBul,2018,Gurgaon,Social commerce,A video and livestream led commerce platform that makes online shopping engaging,"Sachin Bhatia, Atit Jain",Info Edge,3000000.0,,2020,,Unknown,2.0
Pickright Technologies,2019,Bangalore,Fintech,Marketplace for stock market investors and advisors,"Archana Elapavuluri, Namandeep Bhatia, Siddharth Panjwani", Satish Bogullu,175000.0,Seed Round,2020,,Validation,1.0
Muse Wearables,2018,Chennai,Tech,It sells the world’s first payment-enabled hybrid smartwatches,"K.L.N Sai Prasanth, Yathindra Ajay K.A, K. Prathyusha",Dr. Bhaskar Rao Bollineni,3000000.0,,2020,,Unknown,2.0
Entri,2017,Kochi,Edtech,Local language learning startup,Mohammed Hisamuddin,Good Capital,1700000.0,Pre series A,2020,,Validation,3.0
Snack Amor,2017,Mumbai,Foodtech,Healthy snack startup,Deepak Grover,Dr Srinivas Chunduru,3000000.0,,2020,Software & Technology,Unknown,3.0
Leap Club,2020,Gurugram,Social e-commerce,Community led professional network for women,"Ragini Das, Anand Sinha",Titan Capital,3000000.0,,2020,Others,Unknown,0.0
Vegrow,2020,Bangalore,Agritech,It is building an asset-light farm by partnering with small farms on a profit-sharing model,"Praneeth Kumar, Shobhit Jain, Mrudhukar Batchu, Kiran Naik", Ankur Capital,2500000.0,Seed Round,2020,Agriculture,Validation,0.0
Finn,2019,Bangalore,Fintech,Neobanking startup that digitises all banking transactions,"Suman Maram, Sudheer Maram", Astir Ventures,3000000.0,Pre series A,2020,,Validation,1.0
Bijnis,2015,New Delhi,B2B marketplace,Provides a platform for manufacturers and retailers in digital transaction,"Siddharth Vij, Siddharth Rastogi, Shubham Agarwal, Chaitanya Rathi", Waterbridge Ventures,10000000.0,Series A,2020,Commerce & Retail,Early Traction,5.0
Ripsey,2018,Mumbai,Nutrition tech,It plans meals in consultation from fitness experts and nutritionists and prepares them in-house,"Silky Singh, Alkheya Boora Rpsey",Ah! Ventures,133000.0,,2020,Health & Life Sciences,Unknown,2.0
ThriveFNC,2017,Pune,Health & Wellness,Focusses on reversing chronic lifestyle disorders through functional nutrition.,Mugdha Pradhan,Rajesh Ranavat,3000000.0,Seed Round,2020,Health & Life Sciences,Validation,3.0
Magicpin,2015,Gurugram,,"It is a local discovery, rewards, and commerce platform","Anshoo Sharma, Brij Bhushan",Samsung Venture Investment Corporation,7000000.0,Series D,2020,,Scaling,5.0
